article_url,comment_id,parent_id,comment_text,is_reply,is_below_threshold,upvotes,downvotes,article_has_sustainability_flag,comment_has_sustainability_flag,tags_series,has_sustainability_flag,positive,negative,bing_score,afinn_score
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165103,4164888,"@spottba : They're doing that across the board. They just merged the Epic WC, Epic and Epic Evo into one....and Chisel seems to be gone too. New CEO...less SKUs I guess is his priority.",TRUE,FALSE,5,0,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165112,4164888,"@cassinonorth : I get why as a businessman it makes sense at the surface level. less complexity in supply chain and whatnot. But at the same time, there are alot of different options for good bikes these days. If you're trying to sell a very average product you're gonna get less traction, even if you are the big S.",TRUE,FALSE,3,0,FALSE,FALSE,Reviews,FALSE,1,0,1,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165115,4164888,Dammit dude... the used prices just went up... Keep that shit on the down low...,TRUE,FALSE,4,0,FALSE,FALSE,Reviews,FALSE,0,1,-1,-4
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165179,4164888,"@GlazedHam : My SJ 130mm is a little over 25 pounds for an XL with Roval SL wheels/XC tires, 4 piston Level Ultimate brakes, a one piece bar, a 150mm dropper, and pedals ready to ride. A bit over 26 with heavier wheels and tires. It is my go to bike for trail riding. I have a bigger bike for rides that include the longest and steepest downhills, but for my skill level, the 130mm bike can pretty much do anything.",TRUE,FALSE,5,0,FALSE,FALSE,Reviews,FALSE,3,0,3,1
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165200,4164888,@GlazedHam : frame I have measured 2290 with axle and shock. So about the entire shock lighter.,TRUE,FALSE,2,0,FALSE,FALSE,Reviews,FALSE,1,2,-1,-4
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165209,4164888,Yep I have the 22 expert and love it,TRUE,FALSE,3,0,FALSE,FALSE,Reviews,FALSE,1,0,1,3
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165238,4164888,@cassinonorth : without the Epic EVO there’s really no short travel trail bike. Guessing they will fill the void. Maybe a Camber down country?,TRUE,FALSE,2,0,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165281,4164888,"I’ve got two of those. An S2 sworks set up with control wheels, 34/DPS combo and 2 piston XTRs that weighs 26 pounds. Then an s3 with a 38/float X combo with ibis 35mm wheels and minions with 4 piston XTRs that’s more like 31 pounds. Both are super fun",TRUE,FALSE,2,0,FALSE,FALSE,Reviews,FALSE,2,0,2,7
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165288,4164888,"@cassinonorth : Oh, is that the issue? Hmmm. A specialized that doesn’t offer the Chisel FS is not a company I want to support. To me the Chisel represented a big brand putting R&D and big brand resources towards building a bike that could support NICA racers, new riders, and seasoned riders alike at a decent price. Rant expanded: I guess this should not be surprising. I think the default mode for Specialized is to slap on proprietary parts and charge too much. I guess I just got spoiled by a good 6 year run with the Stumpy ST, Stumpy Evo and Evo alloy, Chisel FS, Epic Evo 7 (which I own) and Epic Evo 8. Have they killed the Crux DSW too? For a while, somebody around there was designing a lot of damn good bikes. Sigh… at least they’re a fun company to hate 😂",TRUE,FALSE,7,0,FALSE,FALSE,Reviews,FALSE,5,8,-3,-7
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165403,4164888,@basic-ti-hardtail : in the last PB podcast I listened to this was mentioned but one of the guys had asked Specialized about the Chisel being discontinued and they said that was news to them and that had not been communicated.,TRUE,FALSE,2,0,FALSE,FALSE,Reviews,FALSE,0,1,-1,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165574,4164888,I miss mine a lot.,TRUE,FALSE,1,0,FALSE,FALSE,Reviews,FALSE,0,1,-1,-2
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165641,4164888,"I had a flex stay Stumpy for a bit and now have an Epic 8 Evo for my short travel rig. I think those two bikes are really similar. The Epic Evo climbs noticeably better. Descending capabilities feel very similar, despite a little less travel. Really wondering what slots into the ""down-country"" category with the SJ15 being beefier and the new Epic 9 being very race focused.",TRUE,FALSE,2,0,FALSE,FALSE,Reviews,FALSE,0,0,0,1
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165902,4164888,@your-pal-al : same here. I found the SJ really lacking in the mid stroke. My Epic stands up under power much better and is still really good on the downs. Why don’t they keep the Epic 8 EVO until they fill that gap? It’s only two year old design.,TRUE,FALSE,2,0,FALSE,FALSE,Reviews,FALSE,0,1,-1,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4168183,4164888,"@arrowheadrush : Mines a medium frame with berd wheels, 11 speed drivetrain, Piccola brakes and Continental Race King tyres- all up 23.81 lbs with pedals.",TRUE,FALSE,2,0,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164880,NA,At least it's cheap.,FALSE,FALSE,60,0,FALSE,FALSE,Reviews,FALSE,0,1,-1,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164895,NA,"it's just lacking that extra bit of pizzazz to really set it apart from the pack.... Is there another 27lb 140mm travel bike on the market? All I see are 120mm or are about 30lb more, and this one can easily be under 27lb.",FALSE,FALSE,41,3,FALSE,FALSE,Reviews,FALSE,0,1,-1,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164906,4164895,"The Occam SL is one. I think the 24lb claimed weight for the top XX spec is a little suspect, but sub-27lbs is very achievable. Frame weight is 4.85lb (without shock, I assume).",TRUE,FALSE,9,0,FALSE,FALSE,Reviews,FALSE,2,2,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164941,4164895,"Travel isn't everything. It may be really lightweight for a 140mm travel bike, but when Kaz states he would pick the 120mm Spur over it, I think that is really telling...",TRUE,FALSE,49,1,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164957,4164895,"I also can't help but think the Occam would be more durable as Orbea has been using the same manufacturers for years, where as Allied is relatively new to overseas production. Doesn't the Occam also use the same frame between the SL and LT? If so, I'd think it's actually a bit overbuilt in its 140mm setup.",TRUE,FALSE,2,0,FALSE,FALSE,Reviews,FALSE,1,0,1,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164979,4164895,"@PHeller : Yes, they do. That platform is anomalously light - no flex-stay, frame storage, reputedly stiff and 150mm-capable. That asymmetrical brace must save more weight than you'd think.",TRUE,FALSE,4,0,FALSE,FALSE,Reviews,FALSE,1,1,0,3
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164989,4164895,"Imagine spending hundreds of thousands of dollars bringing a bike like this to market, only to have the most unimaginative, droll, unenthusiastic potato of a bike reviewer review it. Literally every bike review ends the same way: ""This bike is fine, but nothing really sets it apart from all the other bikes, so. just get whatever you want."" Dude it's literally you're job to MAKE PEOPLE EXCITED ABOUT A BIKE. Yes, most bikes are super similar these days, but as editor of pinkbike (this is a hot take) you should have a sufficient level of bike autism to talk about unique attributes of bikes, no matter how similar they are.",TRUE,TRUE,23,73,FALSE,FALSE,Reviews,FALSE,5,0,5,9
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165009,4164895,"@kashimadaddy : Allied didn't give him much to work with. It's not made in the USA anymore. It's light, but not the only light trail bike on the market. It's expensive, with no outstanding qualities. Let the brands build their own excitement but I don't think the journalists need to hype a bike that doesn't deserve it.",TRUE,FALSE,55,1,FALSE,FALSE,Reviews,FALSE,2,2,0,8
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165015,4164895,@kashimadaddy : It's marketing's job to make people excited about a bike. It's a reviewer's job to review a bike.,TRUE,FALSE,64,1,FALSE,FALSE,Reviews,FALSE,1,0,1,3
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165021,4164895,@kashimadaddy : Honesty excites some of us. No need to hype up stuff for the sake of hyping.,TRUE,FALSE,19,0,FALSE,FALSE,Reviews,FALSE,2,1,1,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165032,4164895,@PHeller : their font spoiled it for me as well,TRUE,FALSE,4,0,FALSE,FALSE,Reviews,FALSE,0,1,-1,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165050,4164895,"@sjk303 : It's a reviewers job to point out the unique attributes of the item being reviewed that might excite eventual buyers/customers of the item in question, or to point out flaws. Do they need to be genuinely excited about every bike or pretend it's incredible? No, but there's something unique about almost every bike that a buyer could get excited about, even if it's intangible in nature. Similar thing with the Norco Revolver. I was super interested in that bike and waited months for a review. Imagine my disappointment when I found out Mike reviewed it, as his takeaway was, ""Yeah, it's an XC bike with flexstays, not much unique about it from other XC bikes with flex stays."" What a wild thing to say when it's literally your job to fuss over bikes.",TRUE,TRUE,6,28,FALSE,FALSE,Reviews,FALSE,5,5,0,10
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165077,4164895,"@kashimadaddy : Agreed. Kaz never has anything to say interesting about any bike these days. Like, sure maybe the bike doesn't stand out from the crowd, but at least write in a way that is interesting for the reader and gets us engaged with you. This hum-drum writing is probably why most people on PB just skip to the comments: Why even bother reading this stuff?",TRUE,TRUE,10,23,FALSE,FALSE,Reviews,FALSE,0,2,-2,-1
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165137,4164895,If I lent Dangerholm my Status for the weekend he'd return it to me weighing under 27 lbs,TRUE,FALSE,8,0,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165161,4164895,"@kashimadaddy : I think you're mixing up the role of a paid influencer with an unpaid journalist. There are bikes that excite Kazimer, this just isn't one of them. Influencers are paid by marketing teams to hype new products up.",TRUE,FALSE,25,1,FALSE,FALSE,Reviews,FALSE,1,1,0,3
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165197,4164895,"Like several commenters mentioned, it’s not my job to manufacture hype. If a bike gets me excited that’ll be clearly evident in the review. I’m lucky enough to ride dozens of bikes every year, so I have a good baseline for comparisons, and I try to lay out the strengths and weakness of each bike in a way that helps readers start to decide whether or not that bike is worth their consideration. Some bikes shine brighter than others, and sharing those findings is the whole point of a review in the first place.",TRUE,FALSE,65,0,FALSE,FALSE,Reviews,FALSE,5,2,3,8
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165242,4164895,"@mooseindahouse : Travel definitely isn't everything and I don't doubt Kaz's take. I really appreciate his objectivity and honesty. However, when comparing a 120mm flex stay bike against a 140mm horst link bike (with slacker geometry), it's hard for me to understand how the extra inch of travel, plus the more descending-biased geometry, plus the more sensative suspension design wouldn't make the latter bike substantially more capable. Clearly there's something intangible going on, but its not clear what it is. I'm dissapointed becuase this bike seems excellent on paper. Not just for ""Arkansas riding,"" as the review suggests, but for a lot of places that aren't the PNW -- where you need to spin a long ways over varied terrain to get to the best descents.",TRUE,FALSE,4,0,FALSE,FALSE,Reviews,FALSE,3,4,-1,1
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165261,4164895,"@angryhiker : How friendly do you think Allied is to PB vs other brands, like say, Transition? You are right, more aggressive geo and an extra inch with Horst link doesn't add up. Is the intangible part all the Walton FU money? I love the new Spur too, but it seems like Allied build something unique at this weight instead of building an enduro frame with XC parts.",TRUE,FALSE,9,1,FALSE,FALSE,Reviews,FALSE,2,1,1,3
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165284,4164895,"Genius, last gen stumpy, smuggler, top fuel, trail cat, occam so come to mind as bikes in the 140/140 or 140/130 category with equally light weight",TRUE,FALSE,3,0,FALSE,FALSE,Reviews,FALSE,2,0,2,2
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165293,4164895,"@angryhiker : There are other reviews on the internet (and from riders who can clear a four foot jump for that matter) that speak differently of this bike, FWIW.",TRUE,TRUE,1,22,FALSE,FALSE,Reviews,FALSE,0,0,0,1
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165345,4164895,"@kashimadaddy : maybe there isn’t something interesting about every new bike out there? It’s all a pretty flat soup of flexstay XC bikes, Horst link trail bikes and heavy enduro bikes these days, all with similar geo and similar kinematics because these have mostly been figured out by now.",TRUE,FALSE,9,0,FALSE,FALSE,Reviews,FALSE,1,0,1,1
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164894,NA,You really gotta want to be different than all the Stumpys and mainstream brands in the dawn patrol (ugh) parking lot humblebrag sesh. The Fitz is the Lotus Emira in the car club full of Caymans and Miatas.,FALSE,FALSE,35,3,FALSE,FALSE,Reviews,FALSE,1,1,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164973,4164894,*A Lotus Emira built by Walmart.,TRUE,FALSE,23,3,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164983,4164894,This is the type of clever analogy that a Pinkbike editor should be using.,TRUE,FALSE,22,10,FALSE,FALSE,Reviews,FALSE,1,0,1,2
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165119,4164894,@toast2266 : that'd improve it.,TRUE,FALSE,2,1,FALSE,FALSE,Reviews,FALSE,1,0,1,2
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165134,4164894,@kashimadaddy : Apart from if you don't know American cars then it'd means nothing,TRUE,TRUE,4,11,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165141,4164894,"@korev : Lol, 0/3 of the cars referenced are American, my friend.",TRUE,FALSE,20,1,FALSE,FALSE,Reviews,FALSE,0,0,0,3
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165226,4164894,"@korev : Lotus is British, Cayman is German, Miata is Japanese.",TRUE,FALSE,4,0,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164922,NA,Quietly moving production to China and telling no one,FALSE,FALSE,31,2,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164931,4164922,"Believe me, that’s a good thing.",TRUE,FALSE,17,4,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164933,4164922,"Do they even put the Arkansas flag on their bike like the Colorado brands that make bikes in Vietnam, Cambodia, and Taiwan?",TRUE,FALSE,22,0,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165195,4164922,"@GTscoob : yeah, but Taiwan is pumping out better carbon then Colorado ever could",TRUE,FALSE,16,1,FALSE,FALSE,Reviews,FALSE,0,0,0,1
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165246,4164922,"@valrock : It's not really about ""better"". People are willing to pay more money for stuff manufactured by Americans. Not because we're patriotic, but because it often puts money into the hands of more of our neighbors. When you purchase a frame produced overseas, you might pay the salary of an engineer in Arkansas, maybe some marketing folks, maybe it's just one person doing design, marketing, engineering, warranties, shipping, receiving, testing, etc - and that's great - but some of the money goes into global shipping costs and then, just a tiny bit, goes to the worker who expertly built your frame (or made sure the robot did its job) in Vietnam. Now, I've got nothing against supporting my fellow human, even if on the opposite side of the globe; but if I'm paying $8k for a bike, I'd like some of that help put food on the table of the people in my community.",TRUE,FALSE,21,2,FALSE,FALSE,Reviews,FALSE,3,0,3,-1
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165769,4164922,@PHeller : well said.,TRUE,FALSE,1,1,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165851,4164922,"@PHeller : thx chatGPT... I know how economics work My point is that USofA doesn't have any expertise in carbon manufacturing... nada... and won't have it for a while, if ever. Also you are being hypocritic here... 8K quality bike made in asia is straight up 16k made in america and prob will have worst quality. You will not be paying those 16k to support your neighbor Jason - do not lie to yourself.",TRUE,FALSE,3,4,FALSE,FALSE,Reviews,FALSE,1,2,-1,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4167839,4164922,@GTscoob : Have you seen the Arkansas flag? Putting that on there would…not be great for sales.,TRUE,FALSE,1,0,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4168664,4164922,@alece : oh absolutely. I was honestly surprised it didn't have a confederate flag on it like other southern state flags did until recent years.,TRUE,FALSE,1,0,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165035,NA,@mikekazimer Any plans to review the Forbidden Reya? It looks like a strong competitor to the current Tallboy and Transition Spur. 4 bar system and sub 26lbs for the top model.,FALSE,FALSE,22,0,FALSE,FALSE,Reviews,FALSE,2,1,1,4
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164956,NA,Kazimer is so spur pilled and honestly so am I so I am here for it lol.,FALSE,FALSE,18,1,FALSE,FALSE,Reviews,FALSE,0,0,0,3
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164893,NA,This might be the first good-looking frame that has a kinked top tube.... But would still look better without the kink.,FALSE,FALSE,16,1,FALSE,FALSE,Reviews,FALSE,1,0,1,2
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164899,4164893,Soooo much better without the kink - like... why?,TRUE,FALSE,5,1,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164946,4164893,"@thingswelike : Typically, the kinks are for water bottle clearance.",TRUE,FALSE,4,3,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165065,4164893,That's barely a kink.. it's more just like one wild Saturday night.,TRUE,FALSE,20,0,FALSE,FALSE,Reviews,FALSE,0,1,-1,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165228,4164893,@islandforlife : Well done!,TRUE,FALSE,2,2,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4164968,NA,the Fitz is more of a high-strung greyhound and the Rascal is a easy-to-love labrador. This is a terrible analogy. Greyhounds are maybe the most mellow dogs you can get.,FALSE,FALSE,14,0,FALSE,FALSE,Reviews,FALSE,2,2,0,1
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165127,4164968,"Greyhound: gently getting very close to you with the long snout, carefully booping you to ask if they can go back to napping. If you wouldn't mind.",TRUE,FALSE,16,0,FALSE,FALSE,Reviews,FALSE,0,0,0,2
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165454,4164968,"He said he's a cat-person, hellloooo :-D",TRUE,FALSE,3,0,FALSE,FALSE,Reviews,FALSE,0,0,0,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165476,4164968,"But I do agree i hope the analogy is wrong. If I ever get a new trail bike these are literally the two options i was debating. Fitz vs. Rascal and I don't know that I want the lovable Labrador. What about some nice, nimble sheep dog or whatever?",TRUE,FALSE,1,0,FALSE,FALSE,Reviews,FALSE,3,2,1,7
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165312,NA,"My apologies in advance for commenting on a product I actually own and ride. I've had the Fitz set up with a 140mm with a Fox36SL, and it does in fact feel like what a trail bike should be. We shouldn't overcomplicate it by talking about 120mm bikes and the fact that they feel livelier, just like we shouldn't compare it to 160mm enduro sleds. It's a trail bike that's actually a trail bike, and I'm thankful for that! I've owned many similar bikes on paper (Flex Stay stumpy, 140mm Rocky Mountain Instinct before they got super heavy, and many others). Also owned a Spur, which I loved deeply, and too many others over the years. The Fitz is much more versatile than most bikes out there. The fact that you can build it up to 26 pounds, which is in line with an XC spur build, is crazy to me. Sure, the Spur bats above its league, but why not have superior suspension for rougher terrain without a weight penalty! I currently have my Fitz setup with a 150mm Fox Neo rear shock and the new Lyrik 150mm, 2.5"" Radial tires, sub 30 pounds in beast mode, and it slays! Definitely do not compare mine to a bowl of oatmeal, what the heck.",FALSE,FALSE,12,0,FALSE,FALSE,Reviews,FALSE,5,5,0,4
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165318,4165312,"No need to apologize, commenting about your real world experiences is exactly what the comments are for. Sounds like a sweet build - glad you’re enjoying it!",TRUE,FALSE,12,0,FALSE,FALSE,Reviews,FALSE,3,0,3,6
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165130,NA,"I personally can't tell too much of a difference between a 120SID and a 130-140 Pike effectively speaking- trails that overwhelm the 120 still overwhelm the Pike at 130 and 140, at least in my experience. The bigger difference is in the rear sus, you can actually stand and pedal a 120 bike, feels snappy, but a 140 bike is like running in place on a 30 year old sofa. 90% of the capability is the tire choice at these travel numbers. Suffice to say, I get why Kaz might say a snappier shorter travel bike is a better tool for the same trails as this bike.",FALSE,FALSE,10,1,FALSE,FALSE,Reviews,FALSE,4,2,2,2
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165384,4165130,Pike seems more durable. My SiD gave up after 250 km in my Transition Spur riding a bit tech-ier stuff in my front doors...,TRUE,FALSE,3,0,FALSE,FALSE,Reviews,FALSE,1,0,1,0
https://www.pinkbike.com/news/allied-fitz-review-the-xc-riders-trail-bike.html,4165080,NA,"I love my BC40 as an XC bike but wanted a more compliant daily driver for the trails in Utah. I have a handful of rides on the Fitz and would agree with Mike's experience. First thing I did was move the Motives to my BC40 (replacing Levels) and put Mavens on the Fitz. Is it overkill? Maybe. Does it increase the weight by more than half a pound? Definitely, but it gives me much more confidence on steep and fast terrain. Overall, I've enjoyed the Fitz and think it's right at home on the types of trails Mike describes. Still want to play with the rear suspension settings as I'm getting too much pedal bob during hard pedaling if I don't move the switch to firm. Not sure if this is an air pressure adjustment or more low speed compression.",FALSE,FALSE,8,0,FALSE,FALSE,Reviews,FALSE,5,3,2,5
